56028 silly lifecycle is-primitive@2.0.0~preinstall: no script for preinstall, continuing
57032 silly finalize /usr/lib/node_modules/spike/node_modules/set-value
57033 silly finalize /usr/lib/node_modules/spike/node_modules/sprintf-js
57034 silly finalize /usr/lib/node_modules/spike/node_modules/argparse
57035 silly finalize /usr/lib/node_modules/spike/node_modules/js-yaml
57036 silly finalize /usr/lib/node_modules/spike/node_modules/cosmiconfig
57037 silly finalize /usr/lib/node_modules/spike/node_modules/postcss-load-options
57038 silly finalize /usr/lib/node_modules/spike/node_modules/postcss-load-plugins
57039 silly finalize /usr/lib/node_modules/spike/node_modules/postcss-load-config
57040 silly finalize /usr/lib/node_modules/spike/node_modules/sshpk/node_modules/assert-plus
57041 silly finalize /usr/lib/node_modules/spike/node_modules/static-extend/node_modules/kind-of
57042 silly finalize /usr/lib/node_modules/spike/node_modules/static-extend/node_modules/is-descriptor
57043 silly finalize /usr/lib/node_modules/spike/node_modules/static-extend/node_modules/define-property
57044 silly finalize /usr/lib/node_modules/spike/node_modules/static-extend
57045 silly finalize /usr/lib/node_modules/spike/node_modules/statuses
57046 silly finalize /usr/lib/node_modules/spike/node_modules/http-errors
57047 silly finalize /usr/lib/node_modules/spike/node_modules/serve-index
57048 silly finalize /usr/lib/node_modules/spike/node_modules/send/node_modules/http-errors
57049 silly finalize /usr/lib/node_modules/spike/node_modules/send
57050 silly finalize /usr/lib/node_modules/spike/node_modules/serve-static
57051 silly finalize /usr/lib/node_modules/spike/node_modules/stream-throttle
57052 silly finalize /usr/lib/node_modules/spike/node_modules/string_decoder
57053 silly finalize /usr/lib/node_modules/spike/node_modules/stringstream
57054 silly finalize /usr/lib/node_modules/spike/node_modules/strip-ansi
57055 silly finalize /usr/lib/node_modules/spike/node_modules/string-width
57056 silly finalize /usr/lib/node_modules/spike/node_modules/strip-bom
57057 silly finalize /usr/lib/node_modules/spike/node_modules/load-json-file
57058 silly finalize /usr/lib/node_modules/spike/node_modules/strip-eof
57059 silly finalize /usr/lib/node_modules/spike/node_modules/supports-color
57060 silly finalize /usr/lib/node_modules/spike/node_modules/chalk
57061 silly finalize /usr/lib/node_modules/spike/node_modules/postcss
57062 silly finalize /usr/lib/node_modules/spike/node_modules/postcss-loader
57063 silly finalize /usr/lib/node_modules/spike/node_modules/tapable
57064 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk/node_modules/ansi-regex
57065 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk/node_modules/ansi-styles
57066 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk/node_modules/strip-ansi
57067 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk/node_modules/supports-color
57068 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk/node_modules/chalk
57069 silly finalize /usr/lib/node_modules/spike/node_modules/tfunk
57070 silly finalize /usr/lib/node_modules/spike/node_modules/eazy-logger
57071 silly finalize /usr/lib/node_modules/spike/node_modules/through
57072 silly finalize /usr/lib/node_modules/spike/node_modules/timers-browserify
57073 silly finalize /usr/lib/node_modules/spike/node_modules/tmp
57074 silly finalize /usr/lib/node_modules/spike/node_modules/external-editor
57075 silly finalize /usr/lib/node_modules/spike/node_modules/to-array
57076 silly finalize /usr/lib/node_modules/spike/node_modules/to-arraybuffer
57077 silly finalize /usr/lib/node_modules/spike/node_modules/to-fast-properties
57078 silly finalize /usr/lib/node_modules/spike/node_modules/babel-types
57079 silly finalize /usr/lib/node_modules/spike/node_modules/babel-traverse
57080 silly finalize /usr/lib/node_modules/spike/node_modules/babel-template
57081 silly finalize /usr/lib/node_modules/spike/node_modules/babel-helpers
57082 silly finalize /usr/lib/node_modules/spike/node_modules/to-object-path
57083 silly finalize /usr/lib/node_modules/spike/node_modules/set-getter
57084 silly finalize /usr/lib/node_modules/spike/node_modules/lazy-cache
57085 silly finalize /usr/lib/node_modules/spike/node_modules/class-utils
57086 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex-range/node_modules/is-number
57087 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex-range
57088 silly finalize /usr/lib/node_modules/spike/node_modules/micromatch/node_modules/fill-range
57089 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex/node_modules/kind-of
57090 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex/node_modules/is-descriptor
57091 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex/node_modules/define-property
57092 silly finalize /usr/lib/node_modules/spike/node_modules/to-regex
57093 silly finalize /usr/lib/node_modules/spike/node_modules/topo/node_modules/hoek
57094 silly finalize /usr/lib/node_modules/spike/node_modules/topo
57095 silly finalize /usr/lib/node_modules/spike/node_modules/joi
57096 silly finalize /usr/lib/node_modules/spike/node_modules/tough-cookie
57097 silly finalize /usr/lib/node_modules/spike/node_modules/trim-right
57098 silly finalize /usr/lib/node_modules/spike/node_modules/babel-generator
57099 silly finalize /usr/lib/node_modules/spike/node_modules/babel-core
57100 silly finalize /usr/lib/node_modules/spike/node_modules/babel-register
57101 silly finalize /usr/lib/node_modules/spike/node_modules/tty-browserify
57102 silly finalize /usr/lib/node_modules/spike/node_modules/tunnel-agent
57103 silly finalize /usr/lib/node_modules/spike/node_modules/tweetnacl
57104 silly finalize /usr/lib/node_modules/spike/node_modules/bcrypt-pbkdf
57105 silly finalize /usr/lib/node_modules/spike/node_modules/sshpk
57106 silly finalize /usr/lib/node_modules/spike/node_modules/ua-parser-js
57107 silly finalize /usr/lib/node_modules/spike/node_modules/uglify-js/node_modules/window-size
57108 silly finalize /usr/lib/node_modules/spike/node_modules/uglify-to-browserify
57109 silly finalize /usr/lib/node_modules/spike/node_modules/ultron
57110 silly finalize /usr/lib/node_modules/spike/node_modules/underscore
57111 silly finalize /usr/lib/node_modules/spike/node_modules/union-value/node_modules/set-value
57112 silly finalize /usr/lib/node_modules/spike/node_modules/union-value
57113 silly finalize /usr/lib/node_modules/spike/node_modules/universal-analytics/node_modules/async
57114 silly finalize /usr/lib/node_modules/spike/node_modules/universalify
57115 silly finalize /usr/lib/node_modules/spike/node_modules/fs-extra
57116 silly finalize /usr/lib/node_modules/spike/node_modules/unpipe
57117 silly finalize /usr/lib/node_modules/spike/node_modules/finalhandler
57118 silly finalize /usr/lib/node_modules/spike/node_modules/unset-value/node_modules/has-value/node_modules/isobject
57119 silly finalize /usr/lib/node_modules/spike/node_modules/unset-value/node_modules/has-values
57120 silly finalize /usr/lib/node_modules/spike/node_modules/unset-value/node_modules/has-value
57121 silly finalize /usr/lib/node_modules/spike/node_modules/unset-value/node_modules/isobject
57122 silly finalize /usr/lib/node_modules/spike/node_modules/unset-value
57123 silly finalize /usr/lib/node_modules/spike/node_modules/cache-base
57124 silly finalize /usr/lib/node_modules/spike/node_modules/base
57125 silly finalize /usr/lib/node_modules/spike/node_modules/urix
57126 silly finalize /usr/lib/node_modules/spike/node_modules/source-map-resolve
57127 silly finalize /usr/lib/node_modules/spike/node_modules/url/node_modules/punycode
57128 silly finalize /usr/lib/node_modules/spike/node_modules/url
57129 silly finalize /usr/lib/node_modules/spike/node_modules/use/node_modules/isobject
57130 silly finalize /usr/lib/node_modules/spike/node_modules/use/node_modules/kind-of
57131 silly finalize /usr/lib/node_modules/spike/node_modules/use/node_modules/is-descriptor
57132 silly finalize /usr/lib/node_modules/spike/node_modules/use/node_modules/define-property
57133 silly finalize /usr/lib/node_modules/spike/node_modules/use
57134 silly finalize /usr/lib/node_modules/spike/node_modules/snapdragon
57135 silly finalize /usr/lib/node_modules/spike/node_modules/micromatch/node_modules/braces
57136 silly finalize /usr/lib/node_modules/spike/node_modules/micromatch/node_modules/expand-brackets
57137 silly finalize /usr/lib/node_modules/spike/node_modules/micromatch/node_modules/extglob
57138 silly finalize /usr/lib/node_modules/spike/node_modules/nanomatch
57139 silly finalize /usr/lib/node_modules/spike/node_modules/micromatch
57140 silly finalize /usr/lib/node_modules/spike/node_modules/util-deprecate
57141 silly finalize /usr/lib/node_modules/spike/node_modules/readable-stream
57142 silly finalize /usr/lib/node_modules/spike/node_modules/memory-fs
57143 silly finalize /usr/lib/node_modules/spike/node_modules/enhanced-resolve
57144 silly finalize /usr/lib/node_modules/spike/node_modules/readdirp
57145 silly finalize /usr/lib/node_modules/spike/node_modules/chokidar
57146 silly finalize /usr/lib/node_modules/spike/node_modules/stream-browserify
57147 silly finalize /usr/lib/node_modules/spike/node_modules/underscore.string
57148 silly finalize /usr/lib/node_modules/spike/node_modules/util/node_modules/inherits
57149 silly finalize /usr/lib/node_modules/spike/node_modules/util
57150 silly finalize /usr/lib/node_modules/spike/node_modules/assert
57151 silly finalize /usr/lib/node_modules/spike/node_modules/utils-merge
57152 silly finalize /usr/lib/node_modules/spike/node_modules/connect
57153 silly finalize /usr/lib/node_modules/spike/node_modules/uuid
57154 silly finalize /usr/lib/node_modules/spike/node_modules/validate-npm-package-license
57155 silly finalize /usr/lib/node_modules/spike/node_modules/normalize-package-data
57156 silly finalize /usr/lib/node_modules/spike/node_modules/read-pkg
57157 silly finalize /usr/lib/node_modules/spike/node_modules/read-pkg-up
57158 silly finalize /usr/lib/node_modules/spike/node_modules/verror/node_modules/assert-plus
57159 silly finalize /usr/lib/node_modules/spike/node_modules/verror
57160 silly finalize /usr/lib/node_modules/spike/node_modules/jsprim
57161 silly finalize /usr/lib/node_modules/spike/node_modules/http-signature
57162 silly finalize /usr/lib/node_modules/spike/node_modules/request
57163 silly finalize /usr/lib/node_modules/spike/node_modules/vm-browserify
57164 silly finalize /usr/lib/node_modules/spike/node_modules/watchpack/node_modules/async
57165 silly finalize /usr/lib/node_modules/spike/node_modules/watchpack
57166 silly finalize /usr/lib/node_modules/spike/node_modules/webpack-sources/node_modules/source-map
57167 silly finalize /usr/lib/node_modules/spike/node_modules/webpack-sources
57168 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/acorn
57169 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/ajv
57170 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/async
57171 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/camelcase
57172 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/pify
57173 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/path-type
57174 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/strip-bom
57175 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/load-json-file
57176 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/read-pkg
57177 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/read-pkg-up
57178 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/which-module
57179 silly finalize /usr/lib/node_modules/spike/node_modules/webpack/node_modules/yargs-parser
57180 silly finalize /usr/lib/node_modules/spike/node_modules/weinre
57181 silly finalize /usr/lib/node_modules/spike/node_modules/browser-sync-ui
57182 silly finalize /usr/lib/node_modules/spike/node_modules/when
57183 silly finalize /usr/lib/node_modules/spike/node_modules/reshape-plugin-util
57184 silly finalize /usr/lib/node_modules/spike/node_modules/reshape-include
57185 silly finalize /usr/lib/node_modules/spike/node_modules/which
57186 silly finalize /usr/lib/node_modules/spike/node_modules/which-module
57187 silly finalize /usr/lib/node_modules/spike/node_modules/window-size
57188 silly finalize /usr/lib/node_modules/spike/node_modules/with
57189 silly finalize /usr/lib/node_modules/spike/node_modules/reshape-code-gen
57190 silly finalize /usr/lib/node_modules/spike/node_modules/reshape
57191 silly finalize /usr/lib/node_modules/spike/node_modules/reshape-loader
57192 silly finalize /usr/lib/node_modules/spike/node_modules/wordwrap
57193 silly finalize /usr/lib/node_modules/spike/node_modules/uglify-js/node_modules/cliui
57194 silly finalize /usr/lib/node_modules/spike/node_modules/uglify-js/node_modules/yargs
57195 silly finalize /usr/lib/node_modules/spike/node_modules/uglify-js
57196 silly finalize /usr/lib/node_modules/spike/node_modules/uglifyjs-webpack-plugin
57197 silly finalize /usr/lib/node_modules/spike/node_modules/wrap-ansi/node_modules/ansi-regex
57198 silly finalize /usr/lib/node_modules/spike/node_modules/wrap-ansi/node_modules/is-fullwidth-code-point
57199 silly finalize /usr/lib/node_modules/spike/node_modules/wrap-ansi/node_modules/strip-ansi
57200 silly finalize /usr/lib/node_modules/spike/node_modules/wrap-ansi/node_modules/string-width
57201 silly finalize /usr/lib/node_modules/spike/node_modules/wrap-ansi
57202 silly finalize /usr/lib/node_modules/spike/node_modules/cliui
57203 silly finalize /usr/lib/node_modules/spike/node_modules/wrappy
57204 silly finalize /usr/lib/node_modules/spike/node_modules/once
57205 silly finalize /usr/lib/node_modules/spike/node_modules/inflight
57206 silly finalize /usr/lib/node_modules/spike/node_modules/glob
57207 silly finalize /usr/lib/node_modules/spike/node_modules/rimraf
57208 silly finalize /usr/lib/node_modules/spike/node_modules/sprout
57209 silly finalize /usr/lib/node_modules/spike/node_modules/spike-util
57210 silly finalize /usr/lib/node_modules/spike/node_modules/ws
57211 silly finalize /usr/lib/node_modules/spike/node_modules/wtf-8
